avg_mse,std_mse,avg_psnr,std_psnr,avg_ssim,std_ssim
2.570145134178743,0.01741002172624581,11.642862920362742,0.11761986350302536,0.3967897270155484,0.007750422123377466
2.1635982785731143,0.013124010832903392,12.894251702925569,0.1524646456665735,0.5342813787879805,0.0063104681504308514
1.9045181475885926,0.009507126813846373,15.182256177702158,0.17176538778806796,0.6454224390398762,0.005318387538906554
1.7558078241470743,0.006453455444080654,18.40685410401562,0.16366514227033738,0.7295767492244709,0.0033727779800897775
1.6722689818437786,0.005340809878743389,21.090926046994447,0.11248456879246407,0.7762451772488757,0.002422240969839005
1.6187296980252004,0.0037466834933720127,22.359578413662277,0.07930998266880006,0.7966544790729266,0.0018969395548042575
1.5786702643926829,0.0033031943391702203,22.732607616474922,0.08749652308304551,0.8064478480116758,0.0016448631100155716
1.5466971030382262,0.004190029315340954,22.916448774480674,0.05516801850194019,0.8132231400182395,0.0011507580181162236
1.5215522037385258,0.0051880549053896,23.064048430130157,0.055738510648614965,0.8188353047540335,0.0012894859151296454
1.5005662623129479,0.005858820398820539,23.18543435224138,0.06299712182358268,0.8233844669459209,0.0008637338910113387
