avg_mse,std_mse,avg_psnr,std_psnr,avg_ssim,std_ssim
1.570128115582956,0.008098992642205344,21.107493947795255,0.07656000303462777,0.8044109140765177,0.0015801502184521444
1.3912068644615068,0.007269888882195228,23.329224482032593,0.06841713656666519,0.8402399454214802,0.0010469788697029239
1.37269437022201,0.006879549782213415,23.50701469874533,0.08010359881543469,0.8417172865610416,0.0009632029244040289
1.365441797551227,0.007628143468541905,23.57248045170317,0.08087014673607322,0.8421338745737319,0.0009858401117849597
1.3581965165289298,0.005878068765390771,23.62161678070077,0.06594622329483715,0.8431351994202562,0.001318620780009158
1.3522893332761443,0.007949417367811044,23.6881410661396,0.06773280685536548,0.8441067238810331,0.0020190736027582497
1.3466557978461051,0.008894523646390186,23.799304582915386,0.10035095038454148,0.84554835322683,0.004025758107197338
1.343131412269726,0.012598072900402876,23.85767984739244,0.21825834739189126,0.8463522539793017,0.005929762497605828
1.339689039581851,0.014652281773277594,23.91167687455504,0.3673087033017156,0.847054905150953,0.006774063528823443
1.3349854807024948,0.01602482866787598,24.011675425786265,0.41026385094385953,0.8479242751196232,0.007056636302315457
