avg_mse,std_mse,avg_psnr,std_psnr,avg_ssim,std_ssim
1.521346178426318,0.010763365445337857,21.913812677035242,0.12112134064468048,0.8050799230560151,0.002950871003092417
1.3261199284395944,0.010849662613423277,24.305616677430788,0.16999384884975652,0.8487129988454998,0.003808102617340486
1.2947759435499369,0.022351362888920756,24.823671878575755,0.39585447341337354,0.8558718763572509,0.006683194503368973
1.2661478245299156,0.03336756404787151,25.373629026298268,0.6803566041388923,0.8626718386191211,0.00902987635340354
1.2458656388909033,0.039151451038657914,25.804245623694975,0.7455209765299852,0.8674179336668489,0.010093162830935875
1.2284897266185448,0.04083336999760413,26.160742329074708,0.797439845131995,0.8710345750240839,0.010861601735920986
1.2131841431741845,0.04903702939383065,26.44104512597927,1.0285697093681052,0.8739212836049599,0.011578912732341486
1.2004078381375907,0.043915570239090033,26.76113745762509,0.8734296917396114,0.8771003270087995,0.009511241623051775
1.1904660535797682,0.04332947822497857,26.918607763632725,0.9322553863963812,0.8791601557386656,0.008043694503882582
1.1777063469874531,0.028743753899571997,27.21166131378924,0.6021182393259701,0.8819920087156639,0.005136232797822204
